Date,Daily_Revenue,Daily_Orders,Daily_Customers,Daily_Items,Daily_Products,Year,Month,Day,DayOfWeek,DayOfYear,WeekOfYear,Quarter,IsWeekend,IsMonthStart,IsMonthEnd
2023-12-04,3983.05,98,70,267,58,2023,12,4,0,338,49,4,0,0,0
2023-12-05,3010.59,74,58,105,50,2023,12,5,1,339,49,4,0,0,0
2023-12-06,3573.14,102,64,296,56,2023,12,6,2,340,49,4,0,0,0
2023-12-07,2914.71,58,44,196,51,2023,12,7,3,341,49,4,0,0,0
2023-12-08,3263.12,63,56,150,47,2023,12,8,4,342,49,4,0,0,0
2023-12-09,4667.34,106,51,336,63,2023,12,9,5,343,49,4,1,0,0
2023-12-10,3949.71,81,58,248,57,2023,12,10,6,344,49,4,1,0,0
2023-12-11,3650.15,86,66,257,51,2023,12,11,0,345,50,4,0,0,0
2023-12-12,3225.94,81,63,226,61,2023,12,12,1,346,50,4,0,0,0
2023-12-13,2682.03,64,44,144,50,2023,12,13,2,347,50,4,0,0,0
2023-12-14,2103.01,61,36,198,49,2023,12,14,3,348,50,4,0,0,0
2023-12-15,3340.99,77,54,264,48,2023,12,15,4,349,50,4,0,0,0
2023-12-16,4156.21,75,56,198,66,2023,12,16,5,350,50,4,1,0,0
2023-12-17,2386.49,46,29,47,46,2023,12,17,6,351,50,4,1,0,0
2023-12-18,4097.94,93,73,352,67,2023,12,18,0,352,51,4,0,0,0
2023-12-19,3465.16,66,46,80,53,2023,12,19,1,353,51,4,0,0,0
2023-12-20,2430.14,36,24,93,47,2023,12,20,2,354,51,4,0,0,0
2023-12-21,2801.23,45,28,119,44,2023,12,21,3,355,51,4,0,0,0
2023-12-22,2728.96,70,48,150,43,2023,12,22,4,356,51,4,0,0,0
2023-12-23,3174.21,71,39,220,52,2023,12,23,5,357,51,4,1,0,0
2023-12-24,7861.05,187,116,515,105,2023,12,24,6,358,51,4,1,0,0
2023-12-25,6120.58,132,90,400,82,2023,12,25,0,359,52,4,0,0,0
2023-12-26,6183.86,147,91,494,81,2023,12,26,1,360,52,4,0,0,0
2023-12-27,3584.38,80,50,103,46,2023,12,27,2,361,52,4,0,0,0
2023-12-28,2552.46,53,39,65,49,2023,12,28,3,362,52,4,0,0,0
2023-12-29,3796.87,81,69,260,56,2023,12,29,4,363,52,4,0,0,0
2023-12-30,4192.54,178,111,414,56,2023,12,30,5,364,52,4,1,0,0
2023-12-31,4745.89,103,69,203,68,2023,12,31,6,365,52,4,1,0,1
2024-01-01,339.85,9,7,21,23,2024,1,1,0,1,1,1,0,1,0
2024-01-02,961.93,20,15,54,26,2024,1,2,1,2,1,1,0,0,0
2024-01-03,917.03,27,19,66,28,2024,1,3,2,3,1,1,0,0,0
2024-01-04,1066.75,40,25,102,31,2024,1,4,3,4,1,1,0,0,0
2024-01-05,1124.9,19,11,62,33,2024,1,5,4,5,1,1,0,0,0
2024-01-06,1419.86,22,12,71,39,2024,1,6,5,6,1,1,1,0,0
2024-01-07,1414.62,24,16,65,35,2024,1,7,6,7,1,1,1,0,0
2024-01-08,1304.51,24,18,26,39,2024,1,8,0,8,2,1,0,0,0
2024-01-09,817.93,14,11,22,26,2024,1,9,1,9,2,1,0,0,0
2024-01-10,909.26,21,14,65,35,2024,1,10,2,10,2,1,0,0,0
2024-01-11,1318.72,33,22,38,29,2024,1,11,3,11,2,1,0,0,0
2024-01-12,1526.18,24,13,48,35,2024,1,12,4,12,2,1,0,0,0
2024-01-13,1642.43,44,32,93,36,2024,1,13,5,13,2,1,1,0,0
2024-01-14,1705.96,37,24,89,36,2024,1,14,6,14,2,1,1,0,0
2024-01-15,1260.57,29,24,85,31,2024,1,15,0,15,3,1,0,0,0
2024-01-16,1206.57,28,22,78,31,2024,1,16,1,16,3,1,0,0,0
2024-01-17,1166.15,39,22,60,32,2024,1,17,2,17,3,1,0,0,0
2024-01-18,1377.23,20,15,58,24,2024,1,18,3,18,3,1,0,0,0
2024-01-19,1227.75,33,21,78,29,2024,1,19,4,19,3,1,0,0,0
2024-01-20,1110.99,21,12,56,41,2024,1,20,5,20,3,1,1,0,0
2024-01-21,1362.69,69,46,233,43,2024,1,21,6,21,3,1,1,0,0
2024-01-22,1091.2,21,13,50,44,2024,1,22,0,22,4,1,0,0,0
2024-01-23,848.21,17,12,57,28,2024,1,23,1,23,4,1,0,0,0
2024-01-24,1146.1,27,19,60,34,2024,1,24,2,24,4,1,0,0,0
2024-01-25,1035.11,21,14,71,30,2024,1,25,3,25,4,1,0,0,0
2024-01-26,983.52,17,10,33,26,2024,1,26,4,26,4,1,0,0,0
2024-01-27,1910.61,80,81,267,40,2024,1,27,5,27,4,1,1,0,0
2024-01-28,1885.86,39,29,117,41,2024,1,28,6,28,4,1,1,0,0
2024-01-29,1631.17,37,25,86,41,2024,1,29,0,29,5,1,0,0,0
2024-01-30,1434.65,91,69,241,34,2024,1,30,1,30,5,1,0,0,0
2024-01-31,1241.03,22,17,41,34,2024,1,31,2,31,5,1,0,0,1
2024-02-01,750.77,24,15,76,32,2024,2,1,3,32,5,1,0,1,0
2024-02-02,1157.25,22,16,43,33,2024,2,2,4,33,5,1,0,0,0
2024-02-03,1422.89,27,22,82,35,2024,2,3,5,34,5,1,1,0,0
2024-02-04,1843.51,41,25,97,34,2024,2,4,6,35,5,1,1,0,0
2024-02-05,1208.43,27,16,60,22,2024,2,5,0,36,6,1,0,0,0
2024-02-06,1135.73,25,15,75,36,2024,2,6,1,37,6,1,0,0,0
2024-02-07,835.44,22,13,38,32,2024,2,7,2,38,6,1,0,0,0
2024-02-08,1069.27,25,12,75,24,2024,2,8,3,39,6,1,0,0,0
2024-02-09,1358.6,28,23,40,18,2024,2,9,4,40,6,1,0,0,0
2024-02-10,1635.78,25,20,66,33,2024,2,10,5,41,6,1,1,0,0
2024-02-11,1785.23,50,37,145,43,2024,2,11,6,42,6,1,1,0,0
2024-02-12,1905.89,38,24,94,30,2024,2,12,0,43,7,1,0,0,0
2024-02-13,988.27,24,15,62,25,2024,2,13,1,44,7,1,0,0,0
2024-02-14,1289.2,28,19,62,33,2024,2,14,2,45,7,1,0,0,0
2024-02-15,1240.65,34,21,76,25,2024,2,15,3,46,7,1,0,0,0
2024-02-16,1183.94,29,22,78,32,2024,2,16,4,47,7,1,0,0,0
2024-02-17,1799.48,41,30,99,39,2024,2,17,5,48,7,1,1,0,0
2024-02-18,1456.82,70,48,254,39,2024,2,18,6,49,7,1,1,0,0
2024-02-19,1546.91,26,18,69,32,2024,2,19,0,50,8,1,0,0,0
2024-02-20,1053.51,20,16,47,28,2024,2,20,1,51,8,1,0,0,0
2024-02-21,1106.42,21,11,21,28,2024,2,21,2,52,8,1,0,0,0
2024-02-22,904.07,22,15,47,36,2024,2,22,3,53,8,1,0,0,0
2024-02-23,1419.45,29,22,46,39,2024,2,23,4,54,8,1,0,0,0
2024-02-24,1581.54,30,17,37,39,2024,2,24,5,55,8,1,1,0,0
2024-02-25,1690.63,46,28,156,30,2024,2,25,6,56,8,1,1,0,0
2024-02-26,1688.32,46,35,102,39,2024,2,26,0,57,9,1,0,0,0
2024-02-27,1018.18,23,16,39,33,2024,2,27,1,58,9,1,0,0,0
2024-02-28,1228.41,28,16,28,31,2024,2,28,2,59,9,1,0,0,0
2024-02-29,1813.12,34,23,77,38,2024,2,29,3,60,9,1,0,0,1
2024-03-01,1677.46,50,40,153,40,2024,3,1,4,61,9,1,0,1,0
2024-03-02,1953.27,43,32,127,37,2024,3,2,5,62,9,1,1,0,0
2024-03-03,1675.63,36,30,54,29,2024,3,3,6,63,9,1,1,0,0
2024-03-04,1987.76,43,30,115,38,2024,3,4,0,64,10,1,0,0,0
2024-03-05,1942.5,67,41,161,31,2024,3,5,1,65,10,1,0,0,0
2024-03-06,1546.34,25,17,67,29,2024,3,6,2,66,10,1,0,0,0
2024-03-07,1441.9,34,22,119,37,2024,3,7,3,67,10,1,0,0,0
2024-03-08,1618.67,34,25,116,44,2024,3,8,4,68,10,1,0,0,0
2024-03-09,1946.84,52,29,120,41,2024,3,9,5,69,10,1,1,0,0
2024-03-10,2637.55,59,39,154,42,2024,3,10,6,70,10,1,1,0,0
2024-03-11,2554.05,88,63,362,45,2024,3,11,0,71,11,1,0,0,0
2024-03-12,1546.19,37,25,133,24,2024,3,12,1,72,11,1,0,0,0
2024-03-13,1958.32,63,42,135,42,2024,3,13,2,73,11,1,0,0,0
2024-03-14,1210.88,24,21,33,33,2024,3,14,3,74,11,1,0,0,0
2024-03-15,1753.91,35,24,69,39,2024,3,15,4,75,11,1,0,0,0
2024-03-16,2925.19,67,51,98,44,2024,3,16,5,76,11,1,1,0,0
2024-03-17,2466.11,41,30,92,44,2024,3,17,6,77,11,1,1,0,0
2024-03-18,1583.69,31,24,66,33,2024,3,18,0,78,12,1,0,0,0
2024-03-19,1659.07,40,27,167,35,2024,3,19,1,79,12,1,0,0,0
2024-03-20,1510.21,39,30,91,31,2024,3,20,2,80,12,1,0,0,0
2024-03-21,1912.97,32,20,32,44,2024,3,21,3,81,12,1,0,0,0
2024-03-22,1751.55,33,16,106,31,2024,3,22,4,82,12,1,0,0,0
2024-03-23,2560.68,56,33,121,49,2024,3,23,5,83,12,1,1,0,0
2024-03-24,2345.19,46,41,57,51,2024,3,24,6,84,12,1,1,0,0
2024-03-25,1984.63,55,31,129,44,2024,3,25,0,85,13,1,0,0,0
2024-03-26,1568.72,26,14,64,29,2024,3,26,1,86,13,1,0,0,0
2024-03-27,1687.13,31,20,31,37,2024,3,27,2,87,13,1,0,0,0
2024-03-28,2046.32,41,33,67,43,2024,3,28,3,88,13,1,0,0,0
2024-03-29,2768.12,101,73,211,47,2024,3,29,4,89,13,1,0,0,0
2024-03-30,2920.76,72,45,181,43,2024,3,30,5,90,13,1,1,0,0
2024-03-31,2324.66,44,25,133,45,2024,3,31,6,91,13,1,1,0,1
2024-04-01,1161.37,30,24,51,29,2024,4,1,0,92,14,2,0,1,0
2024-04-02,1371.45,25,16,50,40,2024,4,2,1,93,14,2,0,0,0
2024-04-03,1617.65,29,20,53,32,2024,4,3,2,94,14,2,0,0,0
2024-04-04,1730.04,35,29,105,29,2024,4,4,3,95,14,2,0,0,0
2024-04-05,2271.0,64,42,172,52,2024,4,5,4,96,14,2,0,0,0
2024-04-06,3400.68,66,44,193,58,2024,4,6,5,97,14,2,1,0,0
2024-04-07,2208.15,35,25,101,45,2024,4,7,6,98,14,2,1,0,0
2024-04-08,2087.69,39,24,80,35,2024,4,8,0,99,15,2,0,0,0
2024-04-09,1713.02,32,23,122,37,2024,4,9,1,100,15,2,0,0,0
2024-04-10,1768.89,51,33,155,41,2024,4,10,2,101,15,2,0,0,0
2024-04-11,1537.27,34,18,75,39,2024,4,11,3,102,15,2,0,0,0
2024-04-12,2135.88,42,29,105,38,2024,4,12,4,103,15,2,0,0,0
2024-04-13,2568.19,52,38,108,34,2024,4,13,5,104,15,2,1,0,0
2024-04-14,2708.01,67,41,204,45,2024,4,14,6,105,15,2,1,0,0
2024-04-15,2281.2,44,33,61,48,2024,4,15,0,106,16,2,0,0,0
2024-04-16,1674.08,40,28,43,38,2024,4,16,1,107,16,2,0,0,0
2024-04-17,1362.68,43,23,145,30,2024,4,17,2,108,16,2,0,0,0
2024-04-18,1982.93,50,26,80,46,2024,4,18,3,109,16,2,0,0,0
2024-04-19,1924.88,48,34,139,44,2024,4,19,4,110,16,2,0,0,0
2024-04-20,2836.41,68,38,147,49,2024,4,20,5,111,16,2,1,0,0
2024-04-21,1993.96,56,41,137,40,2024,4,21,6,112,16,2,1,0,0
2024-04-22,1748.53,40,24,128,42,2024,4,22,0,113,17,2,0,0,0
2024-04-23,1167.64,32,17,63,31,2024,4,23,1,114,17,2,0,0,0
2024-04-24,1264.12,35,20,93,32,2024,4,24,2,115,17,2,0,0,0
2024-04-25,1440.99,30,19,68,42,2024,4,25,3,116,17,2,0,0,0
2024-04-26,2372.97,74,57,233,37,2024,4,26,4,117,17,2,0,0,0
2024-04-27,2622.6,43,25,75,51,2024,4,27,5,118,17,2,1,0,0
2024-04-28,2918.02,57,41,160,42,2024,4,28,6,119,17,2,1,0,0
2024-04-29,2746.13,48,32,118,39,2024,4,29,0,120,18,2,0,0,0
2024-04-30,2092.29,41,28,139,39,2024,4,30,1,121,18,2,0,0,1
2024-05-01,1405.12,40,27,94,35,2024,5,1,2,122,18,2,0,1,0
2024-05-02,1224.02,28,21,60,24,2024,5,2,3,123,18,2,0,0,0
2024-05-03,2000.16,34,19,103,37,2024,5,3,4,124,18,2,0,0,0
2024-05-04,2433.87,50,33,93,40,2024,5,4,5,125,18,2,1,0,0
2024-05-05,2020.26,55,38,106,43,2024,5,5,6,126,18,2,1,0,0
2024-05-06,2424.75,61,44,176,46,2024,5,6,0,127,19,2,0,0,0
2024-05-07,1641.07,31,23,46,40,2024,5,7,1,128,19,2,0,0,0
2024-05-08,1839.17,49,34,149,37,2024,5,8,2,129,19,2,0,0,0
2024-05-09,1885.02,27,16,37,40,2024,5,9,3,130,19,2,0,0,0
2024-05-10,2200.06,51,43,72,45,2024,5,10,4,131,19,2,0,0,0
2024-05-11,2133.65,34,30,64,38,2024,5,11,5,132,19,2,1,0,0
2024-05-12,2650.45,64,44,161,36,2024,5,12,6,133,19,2,1,0,0
2024-05-13,1983.1,52,33,190,33,2024,5,13,0,134,20,2,0,0,0
2024-05-14,1824.86,43,28,134,39,2024,5,14,1,135,20,2,0,0,0
2024-05-15,1766.28,32,21,64,32,2024,5,15,2,136,20,2,0,0,0
2024-05-16,1426.06,19,15,26,27,2024,5,16,3,137,20,2,0,0,0
2024-05-17,2133.76,42,31,96,40,2024,5,17,4,138,20,2,0,0,0
2024-05-18,2468.24,53,25,122,40,2024,5,18,5,139,20,2,1,0,0
2024-05-19,2415.19,32,23,71,48,2024,5,19,6,140,20,2,1,0,0
2024-05-20,2136.19,43,32,178,35,2024,5,20,0,141,21,2,0,0,0
2024-05-21,1746.17,48,36,84,35,2024,5,21,1,142,21,2,0,0,0
2024-05-22,1558.71,28,22,42,35,2024,5,22,2,143,21,2,0,0,0
2024-05-23,1457.8,44,29,99,46,2024,5,23,3,144,21,2,0,0,0
2024-05-24,2124.21,68,43,225,51,2024,5,24,4,145,21,2,0,0,0
2024-05-25,1797.14,68,60,191,33,2024,5,25,5,146,21,2,1,0,0
2024-05-26,2548.11,136,95,375,50,2024,5,26,6,147,21,2,1,0,0
2024-05-27,1693.04,36,21,97,32,2024,5,27,0,148,22,2,0,0,0
2024-05-28,1841.02,52,39,165,37,2024,5,28,1,149,22,2,0,0,0
2024-05-29,1972.98,64,42,157,52,2024,5,29,2,150,22,2,0,0,0
2024-05-30,1635.08,27,21,73,45,2024,5,30,3,151,22,2,0,0,0
2024-05-31,2533.21,51,35,177,50,2024,5,31,4,152,22,2,0,0,1
2024-06-01,2056.22,64,43,119,40,2024,6,1,5,153,22,2,1,1,0
2024-06-02,2691.3,66,45,168,51,2024,6,2,6,154,22,2,1,0,0
2024-06-03,1273.81,32,23,110,30,2024,6,3,0,155,23,2,0,0,0
2024-06-04,1412.4,27,17,41,31,2024,6,4,1,156,23,2,0,0,0
2024-06-05,1911.96,49,23,157,45,2024,6,5,2,157,23,2,0,0,0
2024-06-06,2159.28,64,43,159,44,2024,6,6,3,158,23,2,0,0,0
2024-06-07,2646.08,70,49,200,53,2024,6,7,4,159,23,2,0,0,0
2024-06-08,3143.67,59,41,214,53,2024,6,8,5,160,23,2,1,0,0
2024-06-09,2476.81,41,31,87,42,2024,6,9,6,161,23,2,1,0,0
2024-06-10,2514.52,50,35,137,53,2024,6,10,0,162,24,2,0,0,0
2024-06-11,2287.07,48,38,80,44,2024,6,11,1,163,24,2,0,0,0
2024-06-12,2505.97,58,35,114,39,2024,6,12,2,164,24,2,0,0,0
2024-06-13,1739.6,42,23,105,41,2024,6,13,3,165,24,2,0,0,0
2024-06-14,2082.43,34,25,113,37,2024,6,14,4,166,24,2,0,0,0
2024-06-15,3215.24,94,74,247,54,2024,6,15,5,167,24,2,1,0,0
2024-06-16,2348.17,65,49,113,45,2024,6,16,6,168,24,2,1,0,0
2024-06-17,1918.25,35,20,102,42,2024,6,17,0,169,25,2,0,0,0
2024-06-18,1768.6,34,24,70,32,2024,6,18,1,170,25,2,0,0,0
2024-06-19,1394.06,28,15,72,32,2024,6,19,2,171,25,2,0,0,0
2024-06-20,2177.69,51,34,157,43,2024,6,20,3,172,25,2,0,0,0
2024-06-21,2530.95,50,27,155,48,2024,6,21,4,173,25,2,0,0,0
2024-06-22,2421.01,56,38,133,45,2024,6,22,5,174,25,2,1,0,0
2024-06-23,3471.16,62,35,185,61,2024,6,23,6,175,25,2,1,0,0
2024-06-24,2559.14,45,40,149,46,2024,6,24,0,176,26,2,0,0,0
2024-06-25,2290.02,49,34,108,50,2024,6,25,1,177,26,2,0,0,0
2024-06-26,1737.23,28,20,38,39,2024,6,26,2,178,26,2,0,0,0
2024-06-27,1356.98,26,20,52,34,2024,6,27,3,179,26,2,0,0,0
2024-06-28,3758.41,94,55,346,67,2024,6,28,4,180,26,2,0,0,0
2024-06-29,3437.96,62,51,118,51,2024,6,29,5,181,26,2,1,0,0
2024-06-30,4071.82,65,49,116,70,2024,6,30,6,182,26,2,1,0,1
2024-07-01,1785.11,42,30,157,42,2024,7,1,0,183,27,3,0,1,0
2024-07-02,1686.25,33,23,97,24,2024,7,2,1,184,27,3,0,0,0
2024-07-03,1517.35,32,18,89,34,2024,7,3,2,185,27,3,0,0,0
2024-07-04,2508.53,41,26,97,44,2024,7,4,3,186,27,3,0,0,0
2024-07-05,2263.26,48,29,76,45,2024,7,5,4,187,27,3,0,0,0
2024-07-06,3141.12,84,66,167,52,2024,7,6,5,188,27,3,1,0,0
2024-07-07,3224.35,72,53,150,51,2024,7,7,6,189,27,3,1,0,0
2024-07-08,2355.13,62,42,78,41,2024,7,8,0,190,28,3,0,0,0
2024-07-09,1904.0,44,29,107,41,2024,7,9,1,191,28,3,0,0,0
2024-07-10,2250.65,58,33,96,40,2024,7,10,2,192,28,3,0,0,0
2024-07-11,1885.25,50,28,106,39,2024,7,11,3,193,28,3,0,0,0
2024-07-12,2650.62,67,44,117,46,2024,7,12,4,194,28,3,0,0,0
2024-07-13,2510.71,49,25,108,46,2024,7,13,5,195,28,3,1,0,0
2024-07-14,2957.14,41,30,69,49,2024,7,14,6,196,28,3,1,0,0
2024-07-15,1786.86,40,24,129,35,2024,7,15,0,197,29,3,0,0,0
2024-07-16,1958.72,50,43,112,48,2024,7,16,1,198,29,3,0,0,0
2024-07-17,2237.86,44,32,123,32,2024,7,17,2,199,29,3,0,0,0
2024-07-18,1911.52,35,24,48,38,2024,7,18,3,200,29,3,0,0,0
2024-07-19,3062.59,53,36,172,48,2024,7,19,4,201,29,3,0,0,0
2024-07-20,2146.57,60,51,136,40,2024,7,20,5,202,29,3,1,0,0
2024-07-21,2754.77,43,37,183,46,2024,7,21,6,203,29,3,1,0,0
2024-07-22,2549.82,85,72,133,46,2024,7,22,0,204,30,3,0,0,0
2024-07-23,1669.39,42,25,84,33,2024,7,23,1,205,30,3,0,0,0
2024-07-24,1834.57,34,20,90,44,2024,7,24,2,206,30,3,0,0,0
2024-07-25,1845.7,48,32,165,39,2024,7,25,3,207,30,3,0,0,0
2024-07-26,2249.99,45,26,137,44,2024,7,26,4,208,30,3,0,0,0
2024-07-27,2756.82,75,45,219,53,2024,7,27,5,209,30,3,1,0,0
2024-07-28,3137.81,63,30,128,51,2024,7,28,6,210,30,3,1,0,0
2024-07-29,2535.97,71,44,194,44,2024,7,29,0,211,31,3,0,0,0
2024-07-30,1596.59,67,42,192,22,2024,7,30,1,212,31,3,0,0,0
2024-07-31,2224.11,55,46,120,44,2024,7,31,2,213,31,3,0,0,1
2024-08-01,1637.4,69,53,184,38,2024,8,1,3,214,31,3,0,1,0
2024-08-02,3114.93,128,111,290,52,2024,8,2,4,215,31,3,0,0,0
2024-08-03,2301.77,56,36,154,35,2024,8,3,5,216,31,3,1,0,0
2024-08-04,3224.22,78,45,166,58,2024,8,4,6,217,31,3,1,0,0
2024-08-05,2255.95,46,28,142,45,2024,8,5,0,218,32,3,0,0,0
2024-08-06,2564.29,59,45,152,52,2024,8,6,1,219,32,3,0,0,0
2024-08-07,1791.73,34,23,83,38,2024,8,7,2,220,32,3,0,0,0
2024-08-08,2084.94,47,33,176,45,2024,8,8,3,221,32,3,0,0,0
2024-08-09,2776.39,68,41,221,52,2024,8,9,4,222,32,3,0,0,0
2024-08-10,3545.14,90,60,106,53,2024,8,10,5,223,32,3,1,0,0
2024-08-11,3338.88,82,62,192,55,2024,8,11,6,224,32,3,1,0,0
2024-08-12,2035.35,44,17,103,32,2024,8,12,0,225,33,3,0,0,0
2024-08-13,2376.27,45,33,167,39,2024,8,13,1,226,33,3,0,0,0
2024-08-14,2540.52,46,31,156,39,2024,8,14,2,227,33,3,0,0,0
2024-08-15,1764.55,45,29,74,43,2024,8,15,3,228,33,3,0,0,0
2024-08-16,2366.27,48,30,50,45,2024,8,16,4,229,33,3,0,0,0
2024-08-17,2075.61,46,25,188,45,2024,8,17,5,230,33,3,1,0,0
2024-08-18,2957.58,51,31,149,50,2024,8,18,6,231,33,3,1,0,0
2024-08-19,2561.89,44,34,120,37,2024,8,19,0,232,34,3,0,0,0
2024-08-20,1726.46,39,27,62,49,2024,8,20,1,233,34,3,0,0,0
2024-08-21,2476.49,48,33,111,40,2024,8,21,2,234,34,3,0,0,0
2024-08-22,2041.7,42,24,116,39,2024,8,22,3,235,34,3,0,0,0
2024-08-23,1761.41,48,31,192,40,2024,8,23,4,236,34,3,0,0,0
2024-08-24,2332.79,46,25,154,40,2024,8,24,5,237,34,3,1,0,0
2024-08-25,2877.13,49,27,67,45,2024,8,25,6,238,34,3,1,0,0
2024-08-26,2854.71,95,39,203,51,2024,8,26,0,239,35,3,0,0,0
2024-08-27,2385.53,59,38,201,34,2024,8,27,1,240,35,3,0,0,0
2024-08-28,2285.25,48,35,100,43,2024,8,28,2,241,35,3,0,0,0
2024-08-29,1521.42,39,29,66,35,2024,8,29,3,242,35,3,0,0,0
2024-08-30,3166.83,76,54,131,50,2024,8,30,4,243,35,3,0,0,0
2024-08-31,3829.81,82,52,219,61,2024,8,31,5,244,35,3,1,0,1
2024-09-01,1350.32,23,15,65,39,2024,9,1,6,245,35,3,1,1,0
2024-09-02,1310.87,34,22,63,41,2024,9,2,0,246,36,3,0,0,0
2024-09-03,1177.21,29,20,44,29,2024,9,3,1,247,36,3,0,0,0
2024-09-04,1769.5,42,29,87,30,2024,9,4,2,248,36,3,0,0,0
2024-09-05,1771.13,28,19,75,41,2024,9,5,3,249,36,3,0,0,0
2024-09-06,1672.45,26,18,98,33,2024,9,6,4,250,36,3,0,0,0
2024-09-07,3108.17,58,43,155,49,2024,9,7,5,251,36,3,1,0,0
2024-09-08,2882.9,62,31,99,47,2024,9,8,6,252,36,3,1,0,0
2024-09-09,2163.96,48,39,48,42,2024,9,9,0,253,37,3,0,0,0
2024-09-10,1230.88,23,15,65,27,2024,9,10,1,254,37,3,0,0,0
2024-09-11,2017.86,36,27,86,43,2024,9,11,2,255,37,3,0,0,0
2024-09-12,1513.93,28,24,93,31,2024,9,12,3,256,37,3,0,0,0
2024-09-13,2182.76,68,51,194,32,2024,9,13,4,257,37,3,0,0,0
2024-09-14,2021.2,47,31,72,42,2024,9,14,5,258,37,3,1,0,0
2024-09-15,2540.93,59,36,196,53,2024,9,15,6,259,37,3,1,0,0
2024-09-16,1922.21,49,36,108,38,2024,9,16,0,260,38,3,0,0,0
2024-09-17,1884.47,72,59,184,36,2024,9,17,1,261,38,3,0,0,0
2024-09-18,1674.11,37,19,136,36,2024,9,18,2,262,38,3,0,0,0
2024-09-19,1810.17,33,19,94,36,2024,9,19,3,263,38,3,0,0,0
2024-09-20,2338.84,98,67,197,45,2024,9,20,4,264,38,3,0,0,0
2024-09-21,2626.35,69,43,166,41,2024,9,21,5,265,38,3,1,0,0
2024-09-22,2764.13,66,27,145,42,2024,9,22,6,266,38,3,1,0,0
2024-09-23,1568.99,48,34,171,37,2024,9,23,0,267,39,3,0,0,0
2024-09-24,1545.48,31,20,60,29,2024,9,24,1,268,39,3,0,0,0
2024-09-25,1253.8,30,21,72,30,2024,9,25,2,269,39,3,0,0,0
2024-09-26,1459.91,28,15,87,29,2024,9,26,3,270,39,3,0,0,0
2024-09-27,1845.23,60,38,196,41,2024,9,27,4,271,39,3,0,0,0
2024-09-28,3383.83,67,39,149,49,2024,9,28,5,272,39,3,1,0,0
2024-09-29,3540.85,107,84,343,64,2024,9,29,6,273,39,3,1,0,0
2024-09-30,2344.89,44,40,88,35,2024,9,30,0,274,40,3,0,0,1
2024-10-01,978.79,18,9,39,31,2024,10,1,1,275,40,4,0,1,0
2024-10-02,1401.54,28,20,98,29,2024,10,2,2,276,40,4,0,0,0
2024-10-03,1225.59,32,25,103,34,2024,10,3,3,277,40,4,0,0,0
2024-10-04,2454.82,73,63,271,48,2024,10,4,4,278,40,4,0,0,0
2024-10-05,3123.28,109,70,208,54,2024,10,5,5,279,40,4,1,0,0
2024-10-06,2077.03,39,32,119,42,2024,10,6,6,280,40,4,1,0,0
2024-10-07,1777.55,48,39,149,37,2024,10,7,0,281,41,4,0,0,0
2024-10-08,1600.84,64,37,257,29,2024,10,8,1,282,41,4,0,0,0
2024-10-09,1757.02,31,17,82,42,2024,10,9,2,283,41,4,0,0,0
2024-10-10,1712.22,23,12,76,36,2024,10,10,3,284,41,4,0,0,0
2024-10-11,2331.41,47,29,126,34,2024,10,11,4,285,41,4,0,0,0
2024-10-12,2693.7,56,42,187,48,2024,10,12,5,286,41,4,1,0,0
2024-10-13,2525.87,69,43,238,52,2024,10,13,6,287,41,4,1,0,0
2024-10-14,2016.8,44,26,151,43,2024,10,14,0,288,42,4,0,0,0
2024-10-15,2210.23,61,40,163,45,2024,10,15,1,289,42,4,0,0,0
2024-10-16,1656.94,45,35,138,31,2024,10,16,2,290,42,4,0,0,0
2024-10-17,2061.15,36,25,92,43,2024,10,17,3,291,42,4,0,0,0
2024-10-18,1823.52,40,19,128,30,2024,10,18,4,292,42,4,0,0,0
2024-10-19,3034.1,72,48,143,48,2024,10,19,5,293,42,4,1,0,0
2024-10-20,3003.55,149,123,412,44,2024,10,20,6,294,42,4,1,0,0
2024-10-21,1758.13,28,16,44,43,2024,10,21,0,295,43,4,0,0,0
2024-10-22,1802.79,50,36,83,43,2024,10,22,1,296,43,4,0,0,0
2024-10-23,1989.45,39,28,152,39,2024,10,23,2,297,43,4,0,0,0
2024-10-24,1412.42,28,25,47,32,2024,10,24,3,298,43,4,0,0,0
2024-10-25,2230.07,50,30,169,53,2024,10,25,4,299,43,4,0,0,0
2024-10-26,2554.38,71,38,192,51,2024,10,26,5,300,43,4,1,0,0
2024-10-27,2659.1,59,37,95,50,2024,10,27,6,301,43,4,1,0,0
2024-10-28,2866.75,97,83,287,55,2024,10,28,0,302,44,4,0,0,0
2024-10-29,1648.04,52,35,150,45,2024,10,29,1,303,44,4,0,0,0
2024-10-30,2282.73,53,31,184,38,2024,10,30,2,304,44,4,0,0,0
2024-10-31,2569.14,60,51,182,45,2024,10,31,3,305,44,4,0,0,1
2024-11-01,2793.31,67,49,171,44,2024,11,1,4,306,44,4,0,1,0
2024-11-02,3492.28,76,37,217,50,2024,11,2,5,307,44,4,1,0,0
2024-11-03,2962.65,105,54,148,46,2024,11,3,6,308,44,4,1,0,0
2024-11-04,4900.82,123,88,346,69,2024,11,4,0,309,45,4,0,0,0
2024-11-05,3066.12,92,77,363,42,2024,11,5,1,310,45,4,0,0,0
2024-11-06,2626.5,62,37,180,42,2024,11,6,2,311,45,4,0,0,0
